player_name,season,club,current_pool,goals,assists,minutes,dribbles_success,passes_key
A. Skov Olsen,2122,Bologna,CAM,0,2,741,5,8
Adri Embarba,2122,Espanyol,CAM,0,2,1997,41,38
Alan Eduardo Schons,1617,Moreirense,CAM,1,NR,1000,8,11
C. Goodwin,1718,Sparta Rotterdam,CAM,2,NR,1148,11,29
Chisamba Lungu,1718,Alanyaspor,CAM,1,NR,445,11,3
Cláudio Falcão,1718,Aves,CAM,1,NR,1767,18,7
Costinha,1819,Chaves,CAM,1,NR,716,5,9
D. Bahamboula,1617,Dijon,CAM,1,NR,520,17,4
E. Yeşilyurt,1819,Sivasspor,CAM,1,NR,310,3,4
H. Alpsoy,1718,Antalyaspor,CAM,1,NR,421,6,1
H. Toledo,1718,Las Palmas,CAM,0,1,617,26,6
Hamdou El Houni,1617,Chaves,CAM,1,1,510,17,9
I. Alhassan,1819,Nacional,CAM,1,NR,708,2,8
I. Traoré,1819,Borussia Mönchengladbach,CAM,0,2,546,20,16
J. Dilrosun,2324,Feyenoord,CAM,1,1,312,3,8
J. Ikoné,1718,Montpellier,CAM,1,1,1000,33,14
J. Ikoné,1617,Montpellier,CAM,1,1,666,28,11
J. Stojanović,1920,Kortrijk,CAM,2,NR,810,NR,NR
Joan Jordán,2122,Sevilla,CAM,0,1,2527,23,24
João Carvalho,1617,Vitoria Setubal,CAM,1,NR,1144,21,17
João Pedro,1617,Guimaraes,CAM,1,NR,1394,6,5
K. Frei,1920,Emmen,CAM,1,1,315,29,7
L. Fariña,1819,Aves,CAM,1,NR,1265,17,10
Luís Machado,1819,Feirense,CAM,1,NR,1811,18,7
M. Coco,2122,Nantes,CAM,1,1,922,14,7
M. Leckie,1617,FC Ingolstadt 04,CAM,0,2,2088,49,29
M. Moreno,2122,Kortrijk,CAM,2,NR,2054,50,26
Paolo Fernandes,1718,NAC Breda,CAM,2,NR,921,43,7
Payam Sadeghian Sharafabad,1718,Ankaraspor,CAM,1,NR,310,15,6
Pedro Moreira,1617,Rio Ave,CAM,1,NR,523,5,6
Pedro Sá,1718,Portimonense,CAM,1,NR,2399,11,15
R. Niemeijer,1819,Emmen,CAM,2,NR,872,3,5
Ramadan Sobhi,1617,Stoke City,CAM,0,1,848,26,9
S. Grandsir,2324,Le Havre,CAM,1,1,589,7,14
S. March,1920,Brighton,CAM,0,1,1143,16,13
Willyan,1617,Nacional,CAM,1,NR,1304,18,16
Y. Bissouma,1617,Lille,CAM,1,NR,751,30,11
Zé Uilton,1920,Pacos Ferreira,CAM,2,NR,870,11,5
Zequinha,1819,Vitoria Setubal,CAM,1,1,959,8,21
A. Blin,1920,Amiens,CAM,0,1,1845,8,7
Aatif Chahechouhe,1920,Antalyaspor,CAM,1,NR,1067,35,24
D. Hotić,1920,Cercle Brugge,CAM,1,NR,512,NR,NR
D. McNeil,2122,Burnley,CAM,0,1,3114,90,49
D. Saddiki,1819,Willem II,CAM,1,NR,477,2,1
E. Demir,1920,Kayserispor,CAM,1,NR,518,10,3
Edson Farias,1819,Feirense,CAM,0,2,2085,37,15
F. Bernardeschi,2021,Juventus,CAM,0,2,959,22,25
Gian Martins,1718,Pacos Ferreira,CAM,1,NR,1099,6,7
H. Onyekuru,1920,Galatasaray,CAM,1,1,559,6,12
Henrique,2122,Maritimo,CAM,2,NR,794,10,3
İ. Kahveci,1718,Başakşehir,CAM,1,1,1170,22,11
J. Draxler,1617,VfL Wolfsburg,CAM,0,2,1055,27,27
Jefferson,1920,Gaziantep FK,CAM,1,NR,1188,11,5
K. Thorstvedt,1920,Genk,CAM,1,NR,439,NR,NR
L. Dendoncker,1718,Anderlecht,CAM,1,NR,3056,NR,NR
L. Narsingh,1617,PSV Eindhoven,CAM,1,1,799,24,21
M. Caicedo,2122,Beerschot VA,CAM,1,NR,758,11,11
M. Coco,2021,Nantes,CAM,0,2,1471,24,16
M. Fofana,1920,Yeni Malatyaspor,CAM,1,1,1285,59,16
M. Jevtović,1718,Antalyaspor,CAM,1,1,609,14,8
Maicón Marques Bitencourt,1819,Antalyaspor,CAM,1,1,1178,8,17
N. Gioacchini,2122,Montpellier,CAM,0,2,476,6,6
N. Sliti,1617,Lille,CAM,1,1,953,39,31
O. Boussaid,1819,Utrecht,CAM,1,NR,666,5,11
R. Berişbek,2223,Giresunspor,CAM,1,NR,305,2,2
R. Skov,2021,1899 Hoffenheim,CAM,1,NR,1166,12,19
Ronaldo Mendes,2122,Rizespor,CAM,1,NR,496,12,11
S. Ascacíbar,2122,Hertha BSC,CAM,0,1,2381,14,13
S. Becker,1920,Union Berlin,CAM,0,2,536,8,8
S. Grandsir,1819,Monaco,CAM,0,2,699,26,14
U. Güneş,2122,Alanyaspor,CAM,1,NR,2066,18,14
Uri Rosell,1718,Portimonense,CAM,1,NR,929,5,8
Walterson,2021,Moreirense,CAM,2,NR,2408,NR,NR
Yan Sasse,1920,Rizespor,CAM,1,NR,481,8,7
Zequinha,1617,Nacional,CAM,1,1,731,0,5
A. Barkok,1718,Eintracht Frankfurt,CAM,0,1,309,4,7
A. Iwobi,1920,Everton,CAM,1,NR,1604,32,24
A. Méndez,2122,Vizela,CAM,1,NR,1458,10,17
A. Uğur,2122,Fatih Karagümrük,CAM,1,NR,1177,12,6
A. Umar,2122,Rizespor,CAM,1,1,1355,62,14
Aleix García,2021,Eibar,CAM,0,1,436,1,12
Bruno Xadas,1920,Maritimo,CAM,1,NR,766,11,19
D. Huiberts,2122,PEC Zwolle,CAM,1,NR,1157,8,7
Daniel Podence,1617,Sporting CP,CAM,0,2,474,31,26
Diego Luiz de Siqueira Medeiros,1617,Pacos Ferreira,CAM,0,2,1027,5,8
E. Öztümer,2122,Fatih Karagümrük,CAM,1,NR,954,6,10
F. Soyalp,2021,Gaziantep FK,CAM,1,NR,483,3,6
G. Donsah,2021,Rizespor,CAM,1,NR,1450,18,9
Gustavo Sauer,2324,Rizespor,CAM,1,1,1539,24,34
J. Bosch,2122,Twente,CAM,1,NR,861,9,7
L. Immers,1617,Club Brugge KV,CAM,1,NR,306,NR,NR
Luís Santos,2122,Boavista,CAM,1,NR,556,6,3
M. Fares,2021,Lazio,CAM,0,1,1137,6,14
M. Lopez,1718,Marseille,CAM,0,1,1372,16,33
Martín Merquelanz,2021,Real Sociedad,CAM,0,1,541,6,9
Mateus,1920,Boavista,CAM,1,1,1103,24,16
Mousa Tamari,2021,OH Leuven,CAM,1,1,1177,35,13
O. Ergün,2122,Hatayspor,CAM,1,NR,1792,10,10
O. Kemen,2122,Kayserispor,CAM,1,NR,1188,6,12
P. Gueye,2122,Marseille,CAM,0,1,1527,4,9
P. Wålemark,2122,Feyenoord,CAM,1,NR,367,11,9
R. de Vos,2021,Emmen,CAM,1,NR,354,NR,5
R. de Vos,1920,Emmen,CAM,1,NR,371,1,0
Reko Silva,1920,Aves,CAM,1,NR,959,8,10
Samuel Asamoah,1718,St. Truiden,CAM,1,NR,1680,NR,NR
Silvestre Varela,1617,Kayserispor,CAM,0,2,864,21,11
Sori Mané,2122,Moreirense,CAM,1,NR,487,NR,1
T. Boyd,1920,Beşiktaş,CAM,1,1,940,19,6
T. Buchanan,2122,Club Brugge KV,CAM,1,1,1174,25,5
Y. Sarı,2021,Trabzonspor,CAM,1,1,726,11,12
A. El Ghazi,1617,Ajax,CAM,0,2,620,27,8
A. Musaba,2122,Heerenveen,CAM,1,1,1340,42,12
B. Aouacheria,2223,GIL Vicente,CAM,1,1,723,14,5
B. Mansilla,2021,Farense,CAM,1,1,1093,27,10
F. Stevanović,2122,Heerenveen,CAM,1,1,856,10,8
Felipe Pires,2122,Moreirense,CAM,1,1,1162,14,17
J. Thielmann,1920,1. FC Köln,CAM,0,1,557,1,3
M. Nakamba,1920,Aston Villa,CAM,0,NR,1835,14,12
Pablo Martínez,2122,Levante,CAM,0,1,655,7,6
R. Skov,2122,1899 Hoffenheim,CAM,0,1,362,2,9
R. Walter,1617,Nice,CAM,0,1,1406,22,12
Ricardo Valente,1920,Tondela,CAM,0,2,441,7,4
Rúben Lameiras,2021,Guimaraes,CAM,1,1,801,18,10
S. Özcan,2021,1. FC Köln,CAM,0,1,1366,7,12
S. Yılmaz,1920,Gençlerbirliği S.K.,CAM,0,2,820,7,13
V. Marchetti,1617,Nancy,CAM,0,1,974,7,9
Y. Bissouma,1819,Brighton,CAM,0,NR,1769,47,13
E. Lieftink,1617,Willem II,CAM,0,1,759,2,2
Edgar Costa,1920,Maritimo,CAM,0,1,1625,12,21
J. Ralls,1819,Cardiff,CAM,0,NR,1959,5,35
K. Vermeulen,1718,Excelsior,CAM,0,1,919,7,9
M. Berden,2122,GO Ahead Eagles,CAM,0,2,614,11,8
Madi Queta,2021,Farense,CAM,0,2,953,16,9
Marc Kibong Mbamba,1617,Konyaspor,CAM,0,1,313,2,1
Martín Zubimendi,2021,Real Sociedad,CAM,0,NR,1869,12,7
N. Madsen,2122,Heerenveen,CAM,0,1,1689,8,10
P. Abraham,2122,Groningen,CAM,0,2,1357,30,13
P. Højbjerg,1617,Southampton,CAM,0,NR,1299,15,16
Pepelu,2122,Levante,CAM,0,NR,2015,13,26
R. Nelson,2425,Fulham,CAM,1,0,486,NR,NR
R. Nelson,1920,Arsenal,CAM,1,NR,627,17,9
Y. Bolasie,1718,Everton,CAM,1,NR,854,17,4
A. Maier,1819,Hertha BSC,CAM,0,NR,2068,22,19
A. Nordin,1920,Saint Etienne,CAM,1,NR,904,19,11
A. Sambi Lokonga,2122,Arsenal,CAM,0,NR,1131,3,18
A. Skov Olsen,1920,Bologna,CAM,1,NR,747,12,8
Aleksandăr Tonev,1617,Crotone,CAM,1,NR,749,8,2
D. McNeil,2526,Everton,CAM,0,1,1189,7,15
D. Wouters,2021,Genk,CAM,0,1,389,3,4
E. Reijnders,2122,PEC Zwolle,CAM,0,1,1264,14,17
E. Tatlı,2021,Fatih Karagümrük,CAM,0,1,364,3,3
J. Antiste,2122,Spezia,CAM,1,NR,795,8,6
J. Bruun Larsen,2526,Burnley,CAM,0,1,1038,10,12
K. N&apos;Doram,1920,Metz,CAM,0,NR,1646,18,6
M. Terrazzino,1718,SC Freiburg,CAM,0,1,1503,8,29
R. Walter,1920,Yeni Malatyaspor,CAM,0,1,382,3,3
S. Alzate,1920,Brighton,CAM,0,NR,1183,35,14
S. Badji,1819,Bursaspor,CAM,0,NR,2543,12,11
S. Gakpé,1617,Genoa,CAM,1,NR,555,4,4
Vitor Carvalho,2021,GIL Vicente,CAM,0,1,1106,2,7
Y. Salibur,1819,Saint Etienne,CAM,1,NR,881,0,0
A. Knauff,2122,Eintracht Frankfurt,CAM,1,NR,759,4,1
B. Aouacheria,1819,Moreirense,CAM,1,NR,914,6,7
D. Lukebakio,2122,VfL Wolfsburg,CAM,1,NR,872,3,NR
D. Strelec,2122,Spezia,CAM,1,NR,506,4,7
Dzon Delarge,1617,Ankaraspor,CAM,1,NR,1029,26,12
E. Sierra,2122,Heracles,CAM,0,1,381,7,9
F. Kamano,1920,Bordeaux,CAM,1,NR,648,11,5
F. Kath,1718,SC Freiburg,CAM,1,NR,654,13,6
Gustavo Sauer,1920,Boavista,CAM,1,NR,1999,29,18
J. Izquierdo,1819,Brighton,CAM,0,1,794,13,6
Jota,2021,Valladolid,CAM,1,NR,664,16,2
L. Waldschmidt,2122,VfL Wolfsburg,CAM,1,NR,719,6,5
M. Terrazzino,1819,SC Freiburg,CAM,1,NR,519,8,10
Nico Serrano,2526,Athletic Club,CAM,1,0,365,7,10
Nico Serrano,2122,Athletic Club,CAM,1,NR,308,4,3
R. Assalé,2021,Dijon,CAM,1,NR,833,10,3
R. Kongolo,2122,Heerenveen,CAM,0,1,620,8,4
T. Bifouma,1617,Ankaraspor,CAM,1,NR,1047,28,18
Unai Vencedor,2021,Athletic Club,CAM,0,NR,1701,8,7
Waldo Rubio,2021,Valladolid,CAM,1,NR,375,5,1
Wu Lei,2122,Espanyol,CAM,1,NR,457,1,7
A. El Ghazi,1617,Lille,CAM,1,NR,692,6,5
A. Waris,2021,Strasbourg,CAM,1,NR,546,6,1
Alisson Farias,1617,Estoril,CAM,1,NR,579,9,7
B. Mansilla,1920,Vitoria Setubal,CAM,0,1,1906,64,17
C. Nkunku,1617,Paris Saint Germain,CAM,1,NR,398,3,3
D. Seys,1617,Twente,CAM,1,NR,817,13,9
Edson Farias,1617,Feirense,CAM,1,NR,650,10,9
F. Malbašić,2021,Cadiz,CAM,0,1,846,7,4
Hamdou El Houni,1718,Chaves,CAM,1,NR,733,26,16
Hélder Costa,2122,Valencia,CAM,0,1,1117,23,17
I. Sackey,1920,Denizlispor,CAM,0,NR,1358,14,7
J. Eggestein,1920,Werder Bremen,CAM,1,NR,504,1,6
Jota,2425,Rennes,CAM,1,0,331,4,5
M. Bülter,2021,Union Berlin,CAM,1,NR,966,10,12
M. Chacón,1920,Emmen,CAM,0,NR,2103,26,12
M. Lestienne,1718,Malaga,CAM,0,1,671,10,10
Mateus Anderson,1819,Feirense,CAM,1,NR,355,3,1
R. Balk,2223,Cambuur,CAM,1,NR,1179,11,8
Rafael Henrique Assis Cardoso,1718,Pacos Ferreira,CAM,0,NR,1183,6,5
Ricardo Valente,1819,Maritimo,CAM,1,NR,420,4,8
Rochinha,1920,Guimaraes,CAM,1,NR,938,23,21
S. Adamyan,2122,1899 Hoffenheim,CAM,1,NR,323,6,4
S. Benrahma,2324,West Ham,CAM,0,1,616,14,11
S. Tonali,2021,AC Milan,CAM,0,NR,1335,6,16
T. Coulibaly,2324,Montpellier,CAM,1,0,622,17,9
T. Davies,1819,Everton,CAM,0,NR,975,12,5
T. Kadewere,2122,Lyon,CAM,1,NR,497,8,8
Walterson,2122,Moreirense,CAM,1,NR,1433,26,14
Y. Bolasie,1920,Sporting CP,CAM,1,NR,1088,16,9
Z. Bakkali,1819,Anderlecht,CAM,1,NR,1073,NR,NR
A. Albanese,2122,Oostende,CAM,1,NR,319,5,7
A. Gordon,1920,Everton,CAM,0,1,437,11,6
A. Maitland-Niles,2021,West Brom,CAM,0,NR,1233,6,2
A. Ndiaye,2122,Mallorca,CAM,0,1,883,15,6
A. Sanyang,2122,Beerschot VA,CAM,1,NR,396,10,4
Alberto Perea,2122,Cadiz,CAM,0,1,772,29,12
Allano,2223,Santa Clara,CAM,1,NR,1064,19,10
Ayoze Pérez,2223,Leicester,CAM,0,1,380,6,11
B. Aouacheria,2021,Farense,CAM,1,NR,967,10,6
Cristian Ceballos,1617,St. Truiden,CAM,1,NR,1145,NR,NR
D. Machís,1819,Udinese,CAM,0,1,457,13,11
D. Ndongala,1920,Kasımpaşa,CAM,1,NR,561,14,7
D. Sinik,2021,Antalyaspor,CAM,1,NR,922,25,5
E. Vignato,2122,Bologna,CAM,0,1,578,12,12
Erivaldo,1920,Maritimo,CAM,1,NR,403,3,4
F. Selemani,1920,Kortrijk,CAM,1,NR,353,NR,NR
F. Valverde,1819,Real Madrid,CAM,0,NR,650,13,10
Fábio Sturgeon,1718,Guimaraes,CAM,0,1,1030,13,14
Ferran Torres,1718,Valencia,CAM,0,1,302,8,4
I. Diomandé,1920,Rizespor,CAM,0,NR,1766,11,11
Imoh Ezekiel,1819,Kortrijk,CAM,1,NR,651,NR,NR
J. Fulton,1617,Swansea,CAM,0,NR,693,1,3
L. Oyen,2526,Heerenveen,CAM,1,0,538,13,8
M. Almirón,1819,Newcastle,CAM,0,NR,763,7,13
M. Camara,1920,Saint Etienne,CAM,0,NR,900,8,3
Marcelinho,1920,Maritimo,CAM,1,NR,676,11,8
N. Verdier,1718,AS Eupen,CAM,1,NR,966,NR,NR
P. Sisto,2324,Alanyaspor,CAM,1,0,686,18,7
Q. Menig,1718,PEC Zwolle,CAM,1,NR,532,13,4
R. Oratmangoen,2425,Dender,CAM,1,0,883,12,9
Rúben Macedo,1920,Aves,CAM,1,NR,750,11,4
Rubenilson dos Santos da Rocha,1819,Kortrijk,CAM,1,NR,598,NR,NR
Sergio Gómez,2021,Huesca,CAM,0,1,771,18,16
T. Boyd,2021,Sivasspor,CAM,1,NR,318,5,3
T. Noslin,2122,Fortuna Sittard,CAM,1,NR,807,13,4
Ukra,1920,Santa Clara,CAM,1,NR,696,16,10
Y. Bammou,1920,Alanyaspor,CAM,1,NR,539,9,16
Y. Eteki,2021,Granada CF,CAM,0,NR,1324,9,4
Y. Kallon,2122,Genoa,CAM,0,1,627,18,11
A. Jahanbakhsh,1819,Brighton,CAM,0,NR,1022,11,5
B. Başaçıkoğlu,1819,Kayserispor,CAM,0,NR,1208,35,13
D. Huiberts,2021,PEC Zwolle,CAM,0,NR,2012,20,16
D. Machís,2223,Valladolid,CAM,0,1,599,11,9
Felipe Pires,2122,ADO Den Haag,CAM,1,NR,519,8,4
G. Koomson,2021,Kasımpaşa,CAM,0,1,1181,26,17
Galeno,2122,FC Porto,CAM,1,NR,303,8,6
H. Ben Moussa,2021,Emmen,CAM,0,NR,1260,4,5
H. Choudhury,1819,Leicester,CAM,0,NR,596,2,5
Heriberto Tavares,2122,Famalicao,CAM,1,NR,755,10,9
I. Sacko,1819,Nice,CAM,0,1,436,3,5
J. Draxler,2223,Benfica,CAM,1,NR,405,2,10
J. Nshimirimana,2122,Yeni Malatyaspor,CAM,0,NR,1229,13,6
João Jaquité,1819,Tondela,CAM,0,NR,975,12,1
Jordi Mboula,2324,Hellas Verona,CAM,0,1,306,2,3
Luis Henrique,2122,Marseille,CAM,0,1,692,7,8
M. Balikwisha,2526,Antwerp,CAM,1,0,347,2,4
Murilo,1920,Pacos Ferreira,CAM,0,1,937,24,11
R. Oratmangoen,2223,Groningen,CAM,0,1,1109,21,7
S. Vasiliadis,2122,Arminia Bielefeld,CAM,0,NR,1202,12,6
T. Dingomé,1718,Estac Troyes,CAM,0,NR,1195,6,14
Vasco Rocha,1718,Pacos Ferreira,CAM,0,NR,1381,8,10
A. Grassi,1819,Parma,CAM,0,NR,461,5,2
André Pedrosa,1718,Vitoria Setubal,CAM,0,NR,1226,2,4
B. Tekpetey,1920,Fortuna Düsseldorf,CAM,0,1,448,9,5
E. Kachunga,1819,Huddersfield,CAM,0,NR,1181,10,5
Hamdou El Houni,1819,Aves,CAM,0,1,496,12,6
I. Doumbia,2122,Zulte Waregem,CAM,0,NR,1189,16,11
J. Bruun Larsen,1920,1899 Hoffenheim,CAM,0,1,390,1,1
J. Dilrosun,2021,Hertha BSC,CAM,0,1,527,11,5
K. Aktaş,2021,Denizlispor,CAM,0,NR,952,4,4
K. Zohi,2122,Vizela,CAM,0,1,817,5,5
M. Azarkan,2324,Utrecht,CAM,0,1,820,16,16
Nico Williams,2122,Athletic Club,CAM,0,NR,1324,44,16
Pape Cheikh,2021,Dijon,CAM,0,NR,1093,14,8
Pedro Pelágio,1920,Maritimo,CAM,0,NR,1116,4,8
R. Oratmangoen,2324,Fortuna Sittard,CAM,0,1,876,13,11
Rafael Camacho,2122,Belenenses,CAM,0,1,877,15,8
Rafael Camacho,1920,Sporting CP,CAM,0,1,860,18,9
Roque Mesa,1718,Swansea,CAM,0,NR,757,5,5
S. McTominay,1718,Manchester United,CAM,0,NR,629,5,2
S. Sturaro,1718,Juventus,CAM,0,NR,613,2,6
T. Hiariej,1920,Emmen,CAM,0,NR,1298,5,5
W. Moke,1819,Ankaragücü,CAM,0,NR,828,6,4
W. Spieringhs,2021,Willem II,CAM,0,NR,1164,9,5
A. Fadera,2122,Zulte Waregem,CAM,0,NR,641,10,10
A. Maier,2021,Arminia Bielefeld,CAM,0,NR,1039,8,11
A. Okechukwu,2122,Yeni Malatyaspor,CAM,0,NR,1242,3,3
B. Aouacheria,2122,GIL Vicente,CAM,0,1,638,13,7
D. De Silva,1617,Roda,CAM,0,1,354,4,8
Gonçalo Franco,2122,Moreirense,CAM,0,NR,1145,12,5
L. Oyen,2021,Genk,CAM,0,1,570,11,5
L. Singh,2223,Chaves,CAM,0,1,617,6,8
M. Locatelli,1718,AC Milan,CAM,0,NR,666,8,9
Murilo,1819,Rio Ave,CAM,0,1,331,4,3
Óscar Melendo,2122,Espanyol,CAM,0,NR,997,15,18
Paolo Fernandes,1819,NAC Breda,CAM,0,1,363,10,3
R. Massimo,2021,VfB Stuttgart,CAM,0,NR,754,22,8
S. Eustáquio,1920,Pacos Ferreira,CAM,0,NR,1242,3,9
S. Lahssaini,2122,Seraing United,CAM,0,NR,703,10,2
T. van de Looi,1718,Groningen,CAM,0,NR,1440,4,16
Victor Andrade,1718,Estoril,CAM,0,NR,1228,67,15
A. Durak,1617,Kasımpaşa,CAM,0,NR,2014,14,13
A. van der Heide,2122,Heerenveen,CAM,0,1,482,5,7
B. Nygren,2122,Heerenveen,CAM,0,1,465,7,2
D. Kownacki,1920,Fortuna Düsseldorf,CAM,0,NR,947,19,12
H. Mbock,2122,Stade Brestois 29,CAM,0,NR,797,10,1
Hélder Barbosa,1718,Akhisarspor,CAM,0,NR,985,19,7
Hugo Seco,2021,Farense,CAM,0,1,544,7,6
I. Diallo,1920,Stade Brestois 29,CAM,0,NR,1563,NR,NR
J. Lukoki,2021,Yeni Malatyaspor,CAM,0,1,330,2,4
J. Ramsey,2021,Aston Villa,CAM,0,NR,618,7,6
L. Leroy,2122,Montpellier,CAM,0,NR,617,8,4
M. El Hankouri,1920,Groningen,CAM,0,NR,1085,32,12
R. Balk,2122,Utrecht,CAM,0,1,441,5,6
S. Alzate,2122,Brighton,CAM,0,NR,405,6,2
T. van de Looi,1819,Groningen,CAM,0,NR,680,1,7
Z. Bakkali,1718,Deportivo La Coruna,CAM,0,NR,905,17,9
A. Dobre,2021,Dijon,CAM,0,NR,516,13,4
B. van den Boomen,1617,Willem II,CAM,0,NR,525,0,3
Bruno Costa,2122,FC Porto,CAM,0,NR,673,3,6
Diogo Salomão,2021,Santa Clara,CAM,0,NR,929,21,11
E. Camavinga,1819,Rennes,CAM,0,NR,364,3,1
F. Pellistri,2122,Alaves,CAM,0,NR,663,11,6
H. Ben Moussa,1920,Emmen,CAM,0,NR,510,3,2
L. Ocampos,1617,AC Milan,CAM,0,NR,534,17,7
Renato Sanches,1617,Bayern München,CAM,0,NR,615,19,4
T. Alloh,2122,AS Eupen,CAM,0,NR,685,6,3
A. Danjuma,1920,Bournemouth,CAM,0,NR,626,21,5
A. Palaversa,1920,Oostende,CAM,0,NR,1630,NR,NR
Álex Mula,1718,Malaga,CAM,0,NR,562,15,2
E. Lieftink,1819,Willem II,CAM,0,NR,486,2,2
E. Rolón,1718,Malaga,CAM,0,NR,421,4,1
K. Bellarabi,2021,Bayer Leverkusen,CAM,0,NR,789,26,16
M. Longstaff,2021,Newcastle,CAM,0,NR,377,2,2
Mohammed Osman,2122,Sparta Rotterdam,CAM,0,NR,679,7,6
N. Çiftçi,1920,Gençlerbirliği S.K.,CAM,0,NR,463,6,5
Nené,1920,Santa Clara,CAM,0,NR,608,1,4
S. Diop,1819,Monaco,CAM,0,NR,742,15,8
Y. Salibur,2021,Fatih Karagümrük,CAM,0,NR,798,19,6
Z. Bakkali,2324,Waalwijk,CAM,0,NR,718,16,10
A. Danzi,1718,Hellas Verona,CAM,0,NR,392,NR,1
A. Deiola,1819,Parma,CAM,0,NR,541,NR,1
A. Harroui,2122,Sassuolo,CAM,0,NR,436,3,5
Abdul-Aziz Tetteh,1920,Gaziantep FK,CAM,0,NR,460,0,2
António Xavier,2122,Estoril,CAM,0,NR,646,12,4
B. Soumaré,1920,Dijon,CAM,0,NR,379,9,5
César Sousa,2122,Belenenses,CAM,0,NR,481,6,6
D. dos Santos,1920,Heracles,CAM,0,NR,768,11,13
F. Pellistri,2021,Alaves,CAM,0,NR,540,15,2
Henrique Jocú,2122,Portimonense,CAM,0,NR,595,1,1
Jordi Mboula,2122,Mallorca,CAM,0,NR,433,7,3
M. Coulibaly,1617,Pescara,CAM,0,NR,487,8,1
M. El Hankouri,2526,Standard Liege,CAM,0,0,641,5,5
M. Samuelsen,1819,VVV Venlo,CAM,0,NR,400,7,0
Matheus Pereira,1920,Dijon,CAM,0,NR,465,3,12
O. Özyakup,2122,Beşiktaş,CAM,0,NR,607,5,8
R. Walter,1718,Estac Troyes,CAM,0,NR,999,7,4
Raheem Adewole Lawal,1718,Ankaraspor,CAM,0,NR,1190,18,11
Rodri,2021,Real Betis,CAM,0,NR,533,9,8
S. Coopman,1819,Oostende,CAM,0,NR,1187,NR,NR
S. Thioub,2122,Saint Etienne,CAM,0,NR,953,NR,NR
U. Agbo,1819,Rayo Vallecano,CAM,0,NR,372,3,1
Y. El Ghanassy,1718,Nantes,CAM,0,NR,635,38,15
A. De Sart,2021,Antwerp,CAM,0,NR,349,1,NR
A. Ounas,2122,Napoli,CAM,0,NR,311,24,12
Iván Chapela,2122,Cadiz,CAM,0,NR,398,3,2
J. Dina Ebimbe,2122,Paris Saint Germain,CAM,0,NR,314,6,1
K. Monnet-Paquet,2021,Saint Etienne,CAM,0,NR,561,6,4
K. Zedadka,2122,Charleroi,CAM,0,NR,353,1,7
L. Haraslín,2021,Sassuolo,CAM,0,NR,324,5,9
Miguel Tavares,1920,Aves,CAM,0,NR,450,18,6
Murilo,1920,SC Braga,CAM,0,NR,382,5,5
Nenê Bonilha,1617,Vitoria Setubal,CAM,0,NR,925,6,9
R. Aarons,1718,Hellas Verona,CAM,0,NR,519,8,3
Romário Baró,2122,Estoril,CAM,0,NR,374,10,5
T. Agyepong,1718,NAC Breda,CAM,0,NR,446,12,3
T. van den Belt,2021,PEC Zwolle,CAM,0,NR,430,2,1
W. Tchimbembé,2021,Metz,CAM,0,NR,489,4,1
A. Diakhaby,1819,Huddersfield,CAM,0,NR,551,13,5
Bruno Lamas,1920,Santa Clara,CAM,0,NR,511,8,14
Cristian Ceballos,1819,St. Truiden,CAM,0,NR,730,NR,NR
D. Limnios,2021,1. FC Köln,CAM,0,NR,369,5,5
E. Darboe,2021,AS Roma,CAM,0,NR,326,3,2
E. Kayembe,1920,Anderlecht,CAM,0,NR,870,NR,NR
Gabrielzinho,2021,Rio Ave,CAM,0,NR,516,12,8
Imoh Ezekiel,1718,Las Palmas,CAM,0,NR,468,7,3
Jean Patrick,2021,Santa Clara,CAM,0,NR,538,9,4
K. Dolly,2021,Montpellier,CAM,0,NR,440,3,4
K. Dolly,1617,Montpellier,CAM,0,NR,446,7,4
Marcos Paulo,2122,Famalicao,CAM,0,NR,682,17,4
Pere Milla,1819,Eibar,CAM,0,NR,344,3,3
S. Gümüş,2223,Antalyaspor,CAM,0,NR,470,3,3
S. N’Guessan,1617,Nancy,CAM,0,NR,561,8,5
G. Sertic,1718,Marseille,CAM,0,NR,346,1,1
O. Romeny,2021,Willem II,CAM,0,NR,352,6,NR
R. Aït-Atmane,1617,Sporting Gijon,CAM,0,NR,494,8,3
Willyan,1718,Vitoria Setubal,CAM,0,NR,606,5,5
Y. Eteki,2122,Granada CF,CAM,0,NR,336,1,1
C. Dekuyper,1920,Cercle Brugge,CAM,0,NR,628,NR,NR
C. Ninga,2021,Sivasspor,CAM,0,NR,461,9,3
E. Hansson,2122,Heracles,CAM,0,NR,569,7,4
E. Salcedo,2122,Spezia,CAM,0,NR,428,3,5
Farshad Noor,1617,Roda,CAM,0,NR,605,10,6
T. Agyepong,1920,SK Beveren,CAM,0,NR,551,NR,NR
T. Yalçıner,1819,Alanyaspor,CAM,0,NR,332,1,1
Witi,1617,Nacional,CAM,0,NR,574,12,10
A. Donis,2122,Reims,CAM,0,NR,363,7,5
A. Kol,2021,Denizlispor,CAM,0,NR,306,11,7
Aleksandăr Tonev,1718,Crotone,CAM,0,NR,401,4,3
Ayanda Patosi,1617,Lokeren,CAM,0,NR,515,NR,NR
B. Başaçıkoğlu,2021,Trabzonspor,CAM,0,NR,340,6,6
B. Manuel,1920,Antwerp,CAM,0,NR,511,NR,NR
